"Map","Name","Guid","Entry","X","Y","DistXY"
"870","Aspiring Monk","511739","60930","3971.52","1851.04","0"
"870","Aspiring Monk","511740","60930","3974.39","1852.9","0"
"870","Aspiring Monk","511741","60930","3970.39","1854.96","0"
"870","Aspiring Monk","511746","60930","3963.66","1857.44","0"
"870","Aspiring Monk","511747","60930","3961.64","1861.77","0"
"870","Aspiring Monk","511748","60930","3963.83","1865.09","0"
"870","Aspiring Monk","511749","60930","3965","1860.59","0"
"870","Aspiring Monk","511786","60930","4040.39","1667.94","0"
"870","Aspiring Monk","511787","60930","4042.45","1670.08","0"
"870","Aspiring Monk","511790","60930","4037.54","1669.47","0"
"870","Aspiring Monk","511794","60930","4046.93","1672.39","0"
"870","Aspiring Monk","511796","60930","4060.76","1680.41","0"
"870","Aspiring Monk","511798","60930","4057.89","1678.45","0"
"870","Aspiring Monk","511800","60930","4049.76","1671.56","0"
"870","Aspiring Monk","511801","60930","4054.48","1678.27","0"
"870","Aspiring Monk","511802","60930","4050.77","1674.77","0"
"870","Aspiring Monk","511806","60930","4039.67","1717.42","0"
"870","Aspiring Monk","511807","60930","4051.56","1715.03","0"
"870","Aspiring Monk","511808","60930","4034.09","1716.53","0"
"870","Aspiring Monk","511809","60930","4053.98","1713.32","0"
"870","Aspiring Monk","511813","60930","4031.57","1718.41","0"
"870","Aspiring Monk","511814","60930","4029.31","1716.68","0"
"870","Aspiring Monk","511818","60930","4045.03","1716.74","0"
"870","Aspiring Monk","511819","60930","4042.11","1718.21","0"
"870","Aspiring Monk","511820","60930","4048.91","1715.91","0"
"870","Aspiring Trainee","533492","58731","791.1","2059.88","0"
"870","Aspiring Trainee","533495","67004","776.7","2040.41","0"
"870","Aspiring Trainee","533498","67004","773.27","2039.74","0"
"870","Aspiring Trainee","533517","58731","891.15","1958.99","0"
"870","Aspiring Trainee","533522","58731","902.19","1966.23","0"
"870","Aspiring Trainee","533523","67004","849.35","1934.67","0"
"870","Aspiring Trainee","533525","58731","875.35","1962.19","0.274"
"870","Aspiring Trainee","533526","58731","855.71","1948.78","0"
"870","Aspiring Trainee","533528","58731","858.78","1927.87","0"
"870","Aspiring Trainee","533529","67004","846.53","1975.32","0"
"870","Aspiring Trainee","533534","58731","841.67","2037.23","0"
"870","Aspiring Trainee","533536","58731","849.09","2024.7","0"
"870","Aspiring Trainee","533542","58731","851.64","2023.78","0"
"870","Aspiring Trainee","533545","67004","850.61","1982.92","0"
"870","Aspiring Trainee","533596","58731","745.38","2022.37","0"
"870","Aspiring Trainee","533603","67004","760.65","2027.46","0"
"870","Aspiring Trainee","533613","58731","743.27","2019.63","0"
"870","Aspiring Trainee","533615","58731","733.39","2014.6","0"
"870","Aspiring Trainee","533616","67004","732.8","2017.74","0"
"870","Aspiring Trainee","533617","67004","730.21","2013.88","0"
"870","Aspiring Trainee","533623","58731","736.36","2020.5","0"
"870","Aspiring Trainee","533627","67004","739.51","2019.11","0"
"870","Aspiring Trainee","533628","67004","740.64","2021.86","0"
"870","Aspiring Trainee","533631","67004","736.17","2017.44","0"
"870","Aspiring Trainee","533632","58731","751.62","1949.59","0"
"870","Auburn Rascal","511195","60482","3261.59","793.4","0"
"870","Auburn Rascal","511203","60482","3326.93","798.96","0"
"870","Auburn Rascal","511205","60482","3423.31","753.13","0"
"870","Auburn Rascal","511225","60482","3084.26","665.76","0.31"
"870","Avatar of Jade","511742","60443","3980.13","1862.62","0"
"870","Avatar of Jade","511744","60443","3974.55","1868.3","0"
"870","Azure Flutterwing","511961","65757","-248.09","-427.01","0.159"
"870","Azure Flutterwing","512862","65757","414.36","-620","0.197"
"870","Azure Flutterwing","513243","65757","133.13","-44.53","0.424"
"870","Azure Flutterwing","513963","65757","105.28","232.07","0.24"
"870","Azure Flutterwing","514738","65757","-400.28","342.75","0.215"
"870","Azure Flutterwing","516534","65757","-643.03","-146.87","0.255"
"870","Azure Flutterwing","516648","65757","76.44","-697.65","0.395"
"870","Azure Flutterwing","516656","65757","76.4","-697.97","0.156"
"870","Azure Prickly Crawler","506638","60437","4801.15","1119.01","0.063"
"870","Azure Prickly Crawler","509636","60437","4743.75","1113.37","0.432"
"870","Bah Blacksoil","513514","67055","-363.04","1901.07","0"
"870","Balance Pole","511751","66946","3896.35","1841.21","0"
"870","Balance Pole","511753","66946","3900.44","1826.73","0"
"870","Balance Pole","511772","66946","3885.33","1829.1","0"
"870","Ball and Chain","525302","62539","3673.33","5271.97","0"
"870","Bamboo Tree Branch","500776","56931","1617.17","-1158.92","0"
"870","Bamboo Tree Branch","500814","56931","1614.54","-1132.4","0"
"870","Bamboo Tree Branch","500815","56931","1573.92","-1155.52","0"
"870","Bamboo Tree Branch","500829","56931","1515.29","-1130.8","0"
"870","Bamboo Tree Branch","500852","56931","1585.95","-1283.43","0"
"870","Bamboo Tree Branch","500858","56931","1623.57","-1276.96","0"
"870","Bandicoon","512445","64782","-378.13","986.95","0"
"870","Bandicoon","512467","64782","-383.17","1072.28","0"
"870","Bandicoon","512894","64782","397.3","-626.73","0.27"
"870","Bandicoon","514210","64782","-613.9","383.83","0"
"870","Bandicoon","514446","64782","-781.77","754.15","0.172"
"870","Bandicoon","514509","64782","-920.19","1018.18","0"
"870","Bandicoon","515970","64782","-985.22","1601.82","0.194"
"870","Bandicoon","516514","64782","-14.86","601.44","0"
"870","Bandicoon Kit","514445","64783","-780.42","753.39","0.258"
"870","Bandicoon Kit","514454","64783","-780.88","754.19","0.119"
"870","Bandicoon Kit","514507","64783","-922.09","1017.32","0"
"870","Bandicoon Kit","514508","64783","-919.9","1016.4","0"
"870","Bandicoon Kit","516050","64783","-798.14","1743.12","0.368"
"870","Bandicoon Kit","516056","64783","-799.55","1743.24","0.269"
"870","Bandit","534139","64576","934.82","286.35","0"
"870","Bartender Tomro","532150","58691","637.94","1585.93","0"
"870","Bataari Banner Guard","508331","59486","2074.21","1178.12","0"
"870","Bataari Battleyak","507278","59523","1881.53","525.26","0"
"870","Bataari Battleyak","507288","59523","1814.98","507.03","0"
"870","Bataari Battleyak","507386","59523","1864.56","445.34","0"
"870","Bataari Flamecaller","507273","59021","1959.07","567.45","0"
"870","Bataari Flamecaller","507277","59021","1808.07","510.5","0"
"870","Bataari Flamecaller","507284","59021","1862.7","496.89","0"
"870","Bataari Flamecaller","507293","59021","1862.31","448.46","0"
"870","Bataari Flamecaller","507297","59021","1888.32","427.65","0"
"870","Bataari Flamecaller","507304","59021","1822.08","470.88","0"
"870","Bataari Flamecaller","507307","59021","1918.27","476.6","0"
"870","Bataari Flamecaller","507310","59021","1945.25","512.41","0"
"870","Bataari Flamecaller","507316","59021","1887.09","528.48","0"
"870","Bataari Flamecaller","507325","59021","1892.01","605.12","0"
"870","Bataari Flamecaller","507326","59021","1892.96","551.79","0"
"870","Bataari Flamecaller","507336","59021","1872.18","652.21","0"
"870","Bataari Flamecaller","507337","59021","1881.23","646.18","0"
"870","Bataari Flamecaller","507352","59021","1813.84","553.32","0"
"870","Bataari Flamecaller","507360","59021","1867.1","555.33","0"
"870","Bataari Flamecaller","507557","59021","1999.37","550.12","0"
"870","Bataari Yaungol","507281","58961","1887.32","521.19","0"
"870","Bataari Yaungol","507282","58961","1889.07","519.68","0"
"870","Bataari Yaungol","507301","58961","1879.7","420.63","0"
"870","Bataari Yaungol","507306","58961","1908.5","467.8","0"
"870","Bataari Yaungol","507306","58961","1908.5","467.8","0.478"
"870","Bataari Yaungol","507349","58961","1900.6","544.56","0"
"870","Bataari Yaungol","507373","58961","1902.45","598.53","0"
"870","Bataari Yaungol","507408","58961","1862.68","488.36","0"
"870","Bataari Yaungol","507433","58961","1951.36","610.52","0"
"870","Bataari Yaungol","507558","58961","1997.4","542.17","0"
"870","Battle Ring Controller","533559","58994","694.42","1987.3","0"
"870","Battleworn Paratrooper","503532","63782","1778.75","-735.89","0"
"870","Battleworn Paratrooper","503534","63782","1660.77","-732.56","0"
"870","Battleworn Paratrooper","503548","63782","1743.95","-707.14","0"
"870","Beachhead Demolisher","580328","67395","-2164.3","2401.88","0"
"870","Beachhead Demolisher","580329","67395","-2160.01","2413.69","0"
"870","Beachhead Demolisher","580330","67395","-1905.2","2425.44","0"
"870","Beachhead Demolisher","580331","67395","-1901.72","2412.74","0"
"870","Bella","515405","59622","-426.27","1453.08","0"
"870","Bellandra Felstorm","505712","66275","-83.42","-1467.51","0"
"870","Bellmaster Li","503310","56066","1756.61","-1331.89","0"
"870","Big Dan Stormstout","536885","73651","-578.45","-4913.65","0.289"
"870","Binan Villager","167","59019","1810.49","328.76","0"
"870","Binan Villager","169","59019","1777.98","368.62","0"
"870","Binan Villager","180","59019","1787.73","305.36","0"
"870","Binan Villager","200","59019","1771.61","320.72","0"
"870","Binan Villager","206","59019","1759.67","346.08","0"
"870","Binan Villager","207","59019","1756.14","359.79","0"
"870","Binan Villager","208","59019","1753.93","361.3","0"
"870","Binan Villager","214","59019","1746.7","389.69","0"
"870","Binan Villager","215","59019","1742.94","389.88","0"
"870","Binan Villager","225","59019","1727.51","315.9","0"
"870","Binan Villager","226","59019","1718.17","316.36","0"
"870","Binan Villager","507173","59019","1697.44","329.51","0"
"870","Binan Villager","507179","59019","1810.49","328.76","0"
"870","Binan Villager","507187","59019","1724.03","296.69","0"
"870","Binan Villager","507188","59019","1727.51","315.9","0"
"870","Binan Villager","507189","59019","1705.82","309.37","0"
"870","Binan Villager","507192","59019","1771.61","320.72","0"
"870","Binan Villager","507193","59019","1787.73","305.36","0"
"870","Binan Villager","507198","59019","1718.17","316.36","0"
"870","Binan Villager","507202","59019","1759.67","346.08","0"
"870","Binan Villager","507205","59019","1742.94","389.88","0"
"870","Binan Villager","507206","59019","1746.7","389.69","0"
"870","Binan Villager","507208","59019","1753.93","361.3","0"
"870","Binan Villager","507213","59019","1756.14","359.79","0"
"870","Binan Villager","507223","59019","1777.98","368.62","0"
"870","Binan Warrior","216","58989","1865.78","396.42","0"
"870","Binan Warrior","227","58989","1878.76","380.44","0"
"870","Binan Warrior","228","58989","1869.16","395.26","0"
"870","Binan Warrior","267","58989","1876.5","388.84","0"
"870","Binan Warrior","268","58989","1839.57","426.93","0"
"870","Binan Warrior","304","58989","1836.18","430.06","0"
"870","Binan Warrior","305","58989","1824.62","435.94","0"
"870","Binan Warrior","507279","58956","1885.19","525.36","0"
"870","Binan Warrior","507283","58956","1885.89","517.86","0"
"870","Binan Warrior","507374","58989","1839.57","426.93","0"
"870","Binan Warrior","507378","58989","1824.62","435.94","0"
"870","Binan Warrior","507382","58989","1836.18","430.06","0"
"870","Binan Warrior","507385","58956","1861.38","443.53","0"
"870","Binan Warrior","507391","58956","1880.8","416.9","0"
"870","Binan Warrior","507429","58956","1949.91","607.15","0"
"870","Binan Warrior","507439","58989","1865.78","396.42","0"
"870","Binan Warrior","507476","58989","1876.5","388.84","0"
"870","Binan Warrior","507477","58989","1869.16","395.26","0"
"870","Binan Warrior","507480","58989","1878.76","380.44","0"
"870","Binan Warrior","507560","58956","1998.78","538.79","0"
"870","Black Bengal Goat","1155","58448","1335.24","1541.47","0"
"870","Black Bengal Goat","1157","58448","1205.24","1732.41","0"
"870","Black Bengal Goat","1158","58448","1196.51","1749.78","0"
"870","Black Bengal Goat","532776","58448","1172.76","1721.99","0"
"870","Black Bengal Goat","532790","58448","1196.51","1749.78","0"
"870","Black Bengal Goat","532883","58448","1184.91","1628.43","0"
"870","Black Bengal Goat","532926","58448","1205.24","1732.41","0"
"870","Black Bengal Goat","533474","58448","608.99","1967.52","0"
"870","Black Bengal Goat","533475","58448","606.47","1979.09","0"
"870","Black Bengal Goat","533476","58448","660.74","2061.33","0"
"870","Black Bengal Goat","533477","58448","629.76","2045.28","0"
"870","Black Bengal Goat","533479","58448","618.46","1998.51","0"
"870","Black Bengal Goat","533486","58448","690.53","2053.1","0"
