"Reason","Map","Name","DeleteGuid","KeepGuid","Entry","X","Y","DistXY","VendorItems"
"same_entry_stack","859","Curious Jungle Monkey","219274","338071","52441","-11842.5","-1826.67","0.283","0"
"same_entry_stack","859","Curious Jungle Monkey","219284","338199","52441","-11849.5","-1903.77","0.511","0"
"same_entry_stack","859","Curious Jungle Monkey","219301","336419","52441","-11796.2","-1922.18","0.955","0"
"same_entry_stack","859","Curious Jungle Monkey","219316","336135","52441","-11770.6","-1811.79","0.935","0"
"same_entry_stack","859","Curious Jungle Monkey","219362","338004","52441","-11687.7","-1815.07","0.403","0"
"same_entry_stack","859","Curious Jungle Monkey","219366","336341","52441","-11790.1","-1931.51","0.502","0"
"same_entry_stack","859","Curious Jungle Monkey","219387","336342","52441","-11638.7","-1866.88","0.902","0"
"same_entry_stack","859","Curious Jungle Monkey","219389","336360","52441","-11661.4","-1934.97","0.628","0"
"same_entry_stack","859","Curious Jungle Monkey","219418","337688","52441","-11584.9","-1866.15","0.03","0"
"same_entry_stack","859","Curious Jungle Monkey","219448","338091","52441","-11562.8","-1872.5","0.422","0"
"same_entry_stack","859","Curious Jungle Monkey","219449","335849","52441","-11540.4","-1818.09","0.481","0"
"same_entry_stack","859","Curious Jungle Monkey","219524","336031","52441","-11598.2","-1595.62","0.451","0"
"same_entry_stack","859","Curious Jungle Monkey","219647","335562","52441","-11511.4","-1529.93","0","0"
"same_entry_stack","859","Curious Jungle Monkey","219674","338191","52441","-11581.3","-1465.11","0.116","0"
"same_entry_stack","859","Curious Jungle Monkey","219736","338098","52441","-11699.3","-1355.96","0.04","0"
"same_entry_stack","859","Curious Jungle Monkey","336090","338183","52441","-12088.8","-1707.28","0.233","0"
"same_entry_stack","859","Curious Jungle Monkey","336191","338002","52441","-11560.4","-1772.69","0.786","0"
"same_entry_stack","859","Curious Jungle Monkey","336270","338160","52441","-12087.4","-1684.23","0.965","0"
"same_entry_stack","859","Curious Jungle Monkey","336327","338070","52441","-11978","-1409.24","0.755","0"
"same_entry_stack","859","Curious Jungle Monkey","336331","338161","52441","-12244.4","-1846.75","0.309","0"
"same_entry_stack","859","Curious Jungle Monkey","336342","338193","52441","-11637.8","-1866.94","0.6","0"
"same_entry_stack","859","Curious Jungle Monkey","336349","338004","52441","-11686.5","-1814.81","0.827","0"
"same_entry_stack","859","Curious Jungle Monkey","336360","338007","52441","-11661.9","-1935.35","0.197","0"
"same_entry_stack","859","Curious Jungle Monkey","336424","337976","52441","-11890.8","-1288.05","0.2","0"
"same_entry_stack","859","Florawing Hive Queen","218923","335666","52442","-11782.1","-1279.99","0","0"
"same_entry_stack","859","Florawing Needler","218904","338176","52377","-11882.2","-1292.96","1.204","0"
"same_entry_stack","859","Florawing Needler","218919","337692","52377","-11869","-1322.02","0.952","0"
"same_entry_stack","859","Florawing Needler","218931","338190","52373","-11925.2","-1317.09","0.576","0"
"same_entry_stack","859","Florawing Needler","219041","338192","52377","-11904.1","-1557.42","0.843","0"
"same_entry_stack","859","Florawing Needler","219046","338006","52376","-11959.8","-1550.18","0.605","0"
"same_entry_stack","859","Florawing Needler","219127","336301","52375","-12081.5","-1678.1","0.623","0"
"same_entry_stack","859","Florawing Needler","219129","338066","52377","-12015.1","-1740.76","0.866","0"
"same_entry_stack","859","Florawing Needler","219167","336092","52376","-11995.4","-1779.72","0.892","0"
"same_entry_stack","859","Florawing Needler","219198","335963","52376","-12061.2","-1771.37","0.403","0"
"same_entry_stack","859","Florawing Needler","219256","338095","52377","-11963.5","-1851.78","0.33","0"
"same_entry_stack","859","Florawing Needler","219325","338093","52373","-11757.4","-1833.03","0.672","0"
"same_entry_stack","859","Florawing Needler","219352","335565","52376","-11694.1","-1863.15","0.727","0"
"same_entry_stack","859","Florawing Needler","219360","338167","52376","-11680.7","-1858.93","0.18","0"
"same_entry_stack","859","Florawing Needler","219364","338005","52377","-11692.8","-1901.87","0.395","0"
"same_entry_stack","859","Florawing Needler","219370","336348","52376","-11669","-1876.33","0.216","0"
"same_entry_stack","859","Florawing Needler","219452","336365","52373","-11554.8","-1756.04","0.737","0"
"same_entry_stack","859","Florawing Needler","219607","336397","52375","-11669.5","-1537.49","0.762","0"
"same_entry_stack","859","Florawing Needler","219650","336230","52376","-11542.9","-1509.96","0.8","0"
"same_entry_stack","859","Florawing Needler","335963","338179","52376","-12061.6","-1771.32","0.919","0"
"same_entry_stack","859","Florawing Needler","336189","338073","52375","-11608","-1707.19","0.529","0"
"same_entry_stack","859","Florawing Needler","336230","338194","52376","-11543.7","-1509.93","0.313","0"
"same_entry_stack","859","Florawing Needler","336317","338094","52377","-11554.4","-1779.93","0.542","0"
"same_entry_stack","859","General Purpose Bunny JMF","218912","218913","45979","-11886","-1319.92","0.323","0"
"same_entry_stack","859","General Purpose Bunny JMF","218913","335560","45979","-11885.7","-1319.8","0.228","0"
"same_entry_stack","859","General Purpose Bunny JMF","218929","336326","45979","-11895.1","-1346.48","0","0"
"same_entry_stack","859","General Purpose Bunny JMF","218953","336193","45979","-11873.7","-1346.76","0","0"
"same_entry_stack","859","General Purpose Bunny JMF","219029","335663","45979","-11852.2","-1499.59","0","0"
"same_entry_stack","859","General Purpose Bunny JMF","219030","335994","45979","-11869.5","-1504.78","0","0"
"same_entry_stack","859","General Purpose Bunny JMF","219034","336190","45979","-11953.8","-1540.96","0","0"
"same_entry_stack","859","General Purpose Bunny JMF","219036","335847","45979","-11936.1","-1543.46","0","0"
"same_entry_stack","859","General Purpose Bunny JMF","219047","335992","45979","-11858.2","-1510.84","0","0"
"same_entry_stack","859","General Purpose Bunny JMF","219066","219068","45979","-11962.6","-1643.23","0.01","0"
"same_entry_stack","859","General Purpose Bunny JMF","219068","336235","45979","-11962.6","-1643.24","0.01","0"
"same_entry_stack","859","General Purpose Bunny JMF","219083","335823","45979","-12025.1","-1666.8","0","0"
"same_entry_stack","859","General Purpose Bunny JMF","219084","335546","45979","-11967.3","-1694.63","0","0"
"same_entry_stack","859","General Purpose Bunny JMF","219085","335542","45979","-12034.4","-1671.43","0","0"
"same_entry_stack","859","General Purpose Bunny JMF","219086","335952","45979","-12010.5","-1693.47","0","0"
"same_entry_stack","859","General Purpose Bunny JMF","219087","335824","45979","-12021.8","-1688.28","0","0"
"same_entry_stack","859","General Purpose Bunny JMF","219088","335825","45979","-12013.7","-1695.36","0","0"
"same_entry_stack","859","General Purpose Bunny JMF","219091","335954","45979","-12036.9","-1678.58","0","0"
"same_entry_stack","859","General Purpose Bunny JMF","219092","335543","45979","-12017","-1697.56","0","0"
"same_entry_stack","859","General Purpose Bunny JMF","219093","335540","45979","-12031.2","-1686.85","0","0"
"same_entry_stack","859","General Purpose Bunny JMF","219095","335949","45979","-12027.5","-1693.6","0","0"
"same_entry_stack","859","General Purpose Bunny JMF","219097","335956","45979","-12037","-1686.64","0","0"
"same_entry_stack","859","General Purpose Bunny JMF","219098","335828","45979","-12011","-1705.97","0","0"
"same_entry_stack","859","General Purpose Bunny JMF","219099","335826","45979","-12022.3","-1700.57","0","0"
"same_entry_stack","859","General Purpose Bunny JMF","219101","335948","45979","-12019","-1707.24","0","0"
"same_entry_stack","859","General Purpose Bunny JMF","219102","335831","45979","-12037.2","-1694.58","0","0"
"same_entry_stack","859","General Purpose Bunny JMF","219103","335548","45979","-11983.2","-1719.93","0","0"
"same_entry_stack","859","General Purpose Bunny JMF","219104","335539","45979","-12032.1","-1700.49","0","0"
"same_entry_stack","859","General Purpose Bunny JMF","219105","335545","45979","-12027.9","-1705.49","0","0"
"same_entry_stack","859","General Purpose Bunny JMF","219106","335953","45979","-12015.8","-1713.22","0","0"
"same_entry_stack","859","General Purpose Bunny JMF","219107","335541","45979","-12038.1","-1698.08","0","0"
"same_entry_stack","859","General Purpose Bunny JMF","219110","335829","45979","-12026.2","-1712.12","0.01","0"
"same_entry_stack","859","General Purpose Bunny JMF","219111","335951","45979","-12005.5","-1722.99","0","0"
"same_entry_stack","859","General Purpose Bunny JMF","219112","335830","45979","-12037.2","-1705.58","0","0"
"same_entry_stack","859","General Purpose Bunny JMF","219113","335947","45979","-12021.6","-1718.47","0","0"
"same_entry_stack","859","General Purpose Bunny JMF","219114","335950","45979","-12000.8","-1727.63","0","0"
"same_entry_stack","859","General Purpose Bunny JMF","219115","335955","45979","-12013.6","-1723.38","0","0"
"same_entry_stack","859","General Purpose Bunny JMF","219116","335827","45979","-12024.7","-1720.48","0","0"
"same_entry_stack","859","General Purpose Bunny JMF","219117","335547","45979","-12031.1","-1717.54","0","0"
"same_entry_stack","859","General Purpose Bunny JMF","219118","335544","45979","-12019.1","-1724.89","0","0"
"same_entry_stack","859","General Purpose Bunny JMF","219263","335569","45979","-11880.5","-1880.66","0","0"
"same_entry_stack","859","General Purpose Bunny JMF","335560","336083","45979","-11885.9","-1319.91","0.228","0"
"same_entry_stack","859","Generic Bunny - PRK - Extra-Small","219248","335667","46464","-12375.8","-1915.58","0","0"
"same_entry_stack","859","Generic Bunny - PRK - Extra-Small","219250","335668","46464","-12383.9","-1912.54","0","0"
"same_entry_stack","859","Gub","219009","337907","52440","-11856.8","-1524.41","0","0"
"same_entry_stack","859","Gurubashi Berserker","219446","335529","52077","-11635.4","-1617.14","0","0"
"same_entry_stack","859","Gurubashi Berserker","219700","335524","52077","-11603.5","-1348.46","0","0"
"same_entry_stack","859","Gurubashi Berserker","219701","335523","52077","-11616.9","-1344.29","0","0"
"same_entry_stack","859","Gurubashi Blood Drinker","219555","336018","52325","-11540.1","-1590.74","0","0"
"same_entry_stack","859","Gurubashi Blood Drinker","219560","336293","52325","-11533.5","-1592.14","0","0"
"same_entry_stack","859","Gurubashi Blood Drinker","219618","336174","52325","-11492.1","-1645.01","0","0"
"same_entry_stack","859","Gurubashi Blood Drinker","219626","335943","52325","-11495.4","-1592.14","0","0"
"same_entry_stack","859","Gurubashi Blood Drinker","219630","336175","52325","-11488.7","-1650.83","0","0"
"same_entry_stack","859","Gurubashi Blood Drinker","219631","336178","52325","-11485.5","-1599.48","0","0"
"same_entry_stack","859","Gurubashi Blood Drinker","219633","335944","52325","-11486.8","-1592.93","0","0"
"same_entry_stack","859","Gurubashi Blood Drinker","219634","336179","52325","-11481.7","-1594.21","0","0"
"same_entry_stack","859","Gurubashi Cauldron-Mixer","219221","335713","52076","-12296.8","-1833.62","0","0"
"same_entry_stack","859","Gurubashi Cauldron-Mixer","219231","335904","52076","-12337.2","-1843.21","0.1","0"
"same_entry_stack","859","Gurubashi Cauldron-Mixer","219239","335709","52088","-12375.3","-1825.93","0","0"
"same_entry_stack","859","Gurubashi Cauldron-Mixer","219562","335803","52082","-11646","-1553.07","0","0"
"same_entry_stack","859","Gurubashi Cauldron-Mixer","219673","335526","52081","-11652.7","-1451.46","0","0"
"same_entry_stack","859","Gurubashi Refugee","219289","338139","52437","-11805","-1885.35","0","0"
"same_entry_stack","859","Gurubashi Refugee","219291","338120","52437","-11805.3","-1881.04","0","0"
"same_entry_stack","859","Gurubashi Refugee","219293","337795","52436","-11813.7","-1832.89","0","0"
"same_entry_stack","859","Gurubashi Refugee","219300","338115","52437","-11789.8","-1884.19","0","0"
"same_entry_stack","859","Gurubashi Refugee","219319","336011","52437","-11760.6","-1898.44","0","0"
"same_entry_stack","859","Gurubashi Refugee","219321","336284","52436","-11758","-1894.09","0","0"
"same_entry_stack","859","Gurubashi Refugee","219336","335923","52437","-11753","-1899.16","0","0"
"same_entry_stack","859","Gurubashi Refugee","219350","336113","52436","-11694.2","-1843.31","0.1","0"
"same_entry_stack","859","Gurubashi Refugee","219356","336013","52436","-11689.2","-1827.84","0","0"
"same_entry_stack","859","Gurubashi Refugee","219358","335745","52436","-11686.8","-1830.98","0","0"
"same_entry_stack","859","Gurubashi Refugee","219361","336068","52436","-11697.9","-1899.24","0","0"
"same_entry_stack","859","Gurubashi Refugee","219365","336285","52437","-11669.3","-1855.14","0","0"
"same_entry_stack","859","Gurubashi Refugee","219399","336117","52436","-11636.5","-1825.23","0","0"
"same_entry_stack","859","Gurubashi Refugee","219401","338974","52436","-11612.5","-1838.12","0","0"
"same_entry_stack","859","Gurubashi Refugee","219406","336064","52437","-11605.6","-1840.66","0","0"
"same_entry_stack","859","Gurubashi Refugee","219408","337996","52437","-11605.1","-1803.14","0","0"
"same_entry_stack","859","Gurubashi Refugee","219410","336304","52436","-11605.8","-1798.99","0","0"
"same_entry_stack","859","Gurubashi Refugee","219414","335927","52436","-11603.8","-1784.01","0","0"
"same_entry_stack","859","Gurubashi Refugee","219415","338089","52437","-11605.1","-1781.64","0","0"
"same_entry_stack","859","Gurubashi Refugee","219417","336009","52436","-11683.5","-1763.91","0","0"
"same_entry_stack","859","Gurubashi Refugee","219431","336276","52436","-11596.3","-1754.85","0","0"
"same_entry_stack","859","Gurubashi Refugee","219439","338171","52437","-11578.9","-1742.55","0","0"
"same_entry_stack","859","Gurubashi Refugee","219440","338142","52436","-11600.8","-1723.79","0","0"
"same_entry_stack","859","Gurubashi Refugee","219441","335743","52436","-11572","-1741.99","0","0"
"same_entry_stack","859","Gurubashi Refugee","219442","336112","52436","-11574.3","-1738.73","0","0"
"same_entry_stack","859","Gurubashi Refugee","219465","336170","52437","-11566.8","-1727.86","0","0"
"same_entry_stack","859","Gurubashi Shadow Hunter","219501","336130","52327","-11548.8","-1659.05","0","0"
"same_entry_stack","859","Gurubashi Shadow Hunter","219518","335933","52327","-11534.7","-1653.95","0","0"
"same_entry_stack","859","Gurubashi Shadow Hunter","219551","336225","52327","-11547.8","-1582.7","0","0"
"same_entry_stack","859","Gurubashi Shadow Hunter","219617","336024","52327","-11516.2","-1666.81","0","0"
"same_entry_stack","859","Gurubashi Shadow Hunter","219619","336222","52327","-11514.4","-1574.17","0","0"
"same_entry_stack","859","Gurubashi Shadow Hunter","219620","335942","52327","-11496.6","-1598.93","0","0"
"same_entry_stack","859","Gurubashi Shadow Hunter","219625","336023","52327","-11504","-1666.8","0","0"
"same_entry_stack","859","Gurubashi Shadow Hunter","219627","336221","52327","-11506.1","-1574.15","0","0"
"same_entry_stack","859","Gurubashi Shadow Hunter","219628","336177","52327","-11490.9","-1590.48","0","0"
"same_entry_stack","859","Gurubashi Shadow Hunter","219636","336173","52327","-11480.5","-1648.11","0","0"
"same_entry_stack","859","Gurubashi Soul-Eater","219579","335804","52598","-11656.4","-1546.38","0","0"
"same_entry_stack","859","Gurubashi Villager","219285","336251","52434","-11820.8","-1861.42","0","0"
"same_entry_stack","859","Gurubashi Villager","219296","336252","52435","-11794.8","-1868.65","0","0"
"same_entry_stack","859","Gurubashi Villager","219297","338154","52435","-11792","-1868.19","0","0"
"same_entry_stack","859","Gurubashi Villager","219299","337792","52434","-11794.7","-1897.59","0","0"
"same_entry_stack","859","Gurubashi Villager","219308","336118","52434","-11809.4","-1795.3","0","0"
"same_entry_stack","859","Gurubashi Villager","219310","336121","52435","-11791.5","-1823.32","0","0"
"same_entry_stack","859","Gurubashi Villager","219315","338159","52435","-11778.1","-1839.24","0","0"
"same_entry_stack","859","Gurubashi Villager","219320","336171","52434","-11757.9","-1884.82","0","0"
"same_entry_stack","859","Gurubashi Villager","219322","338090","52435","-11750.6","-1880.7","0","0"
"same_entry_stack","859","Gurubashi Villager","219328","338060","52434","-11742.4","-1859.79","0","0"
"same_entry_stack","859","Gurubashi Villager","219331","335929","52434","-11765.1","-1838.16","0","0"
"same_entry_stack","859","Gurubashi Villager","219334","338088","52434","-11740.1","-1882.91","0","0"
"same_entry_stack","859","Gurubashi Villager","219335","338086","52434","-11763.3","-1913.36","0","0"
"same_entry_stack","859","Gurubashi Villager","219338","336311","52434","-11717.6","-1859.39","0","0"
"same_entry_stack","859","Gurubashi Villager","219341","338170","52434","-11761.2","-1915.52","0","0"
"same_entry_stack","859","Gurubashi Villager","219342","335748","52434","-11714.5","-1859.49","0","0"
"same_entry_stack","859","Gurubashi Villager","219346","335751","52435","-11731.4","-1903.15","0","0"
"same_entry_stack","859","Gurubashi Villager","219347","335744","52434","-11749.8","-1910.53","0","0"
"same_entry_stack","859","Gurubashi Villager","219348","335921","52434","-11728.8","-1904.35","0","0"
"same_entry_stack","859","Gurubashi Villager","219349","336119","52434","-11722.9","-1901.44","0","0"
"same_entry_stack","859","Gurubashi Villager","219351","336282","52435","-11749.5","-1914.6","0","0"
"same_entry_stack","859","Gurubashi Villager","219353","338156","52435","-11701.8","-1816.54","0","0"
"same_entry_stack","859","Gurubashi Villager","219354","335747","52434","-11733.5","-1913.11","0","0"
"same_entry_stack","859","Gurubashi Villager","219357","335925","52435","-11708.3","-1902.84","0","0"
"same_entry_stack","859","Gurubashi Villager","219359","338119","52434","-11748.2","-1925.55","0","0"
"same_entry_stack","859","Gurubashi Villager","219363","337927","52435","-11699.7","-1909.01","0","0"
"same_entry_stack","859","Gurubashi Villager","219367","335742","52435","-11697.1","-1788.61","0","0"
"same_entry_stack","859","Gurubashi Villager","219368","336253","52434","-11700.8","-1784.69","0","0"
"same_entry_stack","859","Gurubashi Villager","219374","337793","52434","-11657.5","-1852.04","0","0"
"same_entry_stack","859","Gurubashi Villager","219378","336280","52435","-11702","-1768.01","0","0"
"same_entry_stack","859","Gurubashi Villager","219379","338173","52435","-11720.5","-1947.93","0","0"
"same_entry_stack","859","Gurubashi Villager","219390","338058","52435","-11643.7","-1813.01","0","0"
"same_entry_stack","859","Gurubashi Villager","219395","336250","52435","-11636.8","-1839.68","0","0"
"same_entry_stack","859","Gurubashi Villager","219396","336214","52434","-11625","-1814.13","0","0"
"same_entry_stack","859","Gurubashi Villager","219397","337928","52434","-11644.8","-1816.41","0","0"
"same_entry_stack","859","Gurubashi Villager","219398","336254","52435","-11617.3","-1830.94","0","0"
"same_entry_stack","859","Gurubashi Villager","219419","337997","52435","-11600.2","-1770.3","0","0"
"same_entry_stack","859","Gurubashi Villager","219420","336245","52435","-11597.3","-1771.82","0","0"
"same_entry_stack","859","Gurubashi Villager","219421","337791","52435","-11611.3","-1761.02","0","0"
"same_entry_stack","859","Gurubashi Villager","219424","335928","52435","-11611.5","-1757.36","0","0"
"same_entry_stack","859","Gurubashi Villager","219426","336012","52434","-11607.8","-1758.59","0","0"
"same_entry_stack","859","Gurubashi Villager","219429","338172","52435","-11625.5","-1742.91","0","0"
"same_entry_stack","859","Gurubashi Villager","219432","338117","52435","-11624","-1740.03","0","0"
"same_entry_stack","859","Gurubashi Villager","219434","338140","52435","-11590.4","-1745.57","0","0"
"same_entry_stack","859","Gurubashi Villager","219435","338158","52435","-11594.9","-1738.81","0","0"
"same_entry_stack","859","Gurubashi Villager","219437","336215","52435","-11596","-1736.16","0","0"
"same_entry_stack","859","Gurubashi Villager","219444","336209","52434","-11558.5","-1752.64","0","0"
"same_entry_stack","859","Gurubashi Villager","219450","338975","52434","-11615.7","-1835.21","0.442","0"
"same_entry_stack","859","Gurubashi Villager","219492","338153","52435","-11534","-1725.85","0","0"
"same_entry_stack","859","Gurubashi Warmonger","219216","335704","52606","-12257.1","-1849.39","0","0"
"same_entry_stack","859","Gurubashi Warmonger","219220","335712","52606","-12305.2","-1828.46","0","0"
"same_entry_stack","859","Gurubashi Warmonger","219229","335703","52606","-12334","-1856.88","0","0"
"same_entry_stack","859","Gurubashi Warmonger","219230","335705","52606","-12329.1","-1861.4","0","0"
"same_entry_stack","859","Gurubashi Warmonger","219238","335708","52606","-12369.7","-1819.31","0","0"
"same_entry_stack","859","Gurubashi Warmonger","219676","335527","52606","-11652.5","-1440.21","0","0"
"same_entry_stack","859","Gurubashi Worker","218986","336367","52089","-11825","-1321.11","0","0"
"same_entry_stack","859","Gurubashi Worker","219033","335568","52089","-11979.2","-1533.84","0","0"
"same_entry_stack","859","Gurubashi Worker","219035","336034","52089","-11967.2","-1524.11","0","0"
"same_entry_stack","859","Gurubashi Worker","219042","336343","52089","-11973.9","-1560.23","0","0"
"same_entry_stack","859","Gurubashi Worker","219043","335957","52089","-11887.7","-1527.29","0","0"
"same_entry_stack","859","Gurubashi Worker","219058","336390","52089","-11995.3","-1612.13","0","0"
"same_entry_stack","859","Gurubashi Worker","219063","336033","52089","-11949","-1634.16","0","0"
"same_entry_stack","859","Gurubashi Worker","219064","336420","52089","-11942.1","-1640.84","0","0"
"same_entry_stack","859","Gurubashi Worker","219142","336385","52089","-11939","-1732.85","0","0"
"same_entry_stack","859","Gurubashi Worker","219146","336389","52089","-11943.1","-1749.59","0","0"
"same_entry_stack","859","Gurubashi Worker","219152","335662","52089","-12014.2","-1769.21","0","0"
"same_entry_stack","859","Gurubashi Worker","219153","336051","52089","-12005","-1769.79","0","0"
"same_entry_stack","859","Gurubashi Worker","219154","335893","52089","-12001.2","-1777.61","0","0"
"same_entry_stack","859","Gurubashi Worker","219155","335896","52089","-12012.1","-1775.42","0","0"
"same_entry_stack","859","Gurubashi Worker","219165","335659","52089","-12021.1","-1778.07","0","0"
"same_entry_stack","859","Gurubashi Worker","219204","335897","52089","-12114.4","-1783.05","0","0"
"same_entry_stack","859","Gurubashi Worker","219205","335661","52089","-12120.8","-1779.32","0","0"
"same_entry_stack","859","Gurubashi Worker","219206","335993","52089","-12125.1","-1783.82","0","0"
"same_entry_stack","859","Gurubashi Worker","219207","335660","52089","-12114.1","-1793.1","0","0"
"same_entry_stack","859","Gurubashi Worker","219209","335991","52089","-12118.6","-1795.01","0","0"
"same_entry_stack","859","Gurubashi Worker","219217","336415","52089","-12253.9","-1835.57","0","0"
"same_entry_stack","859","Gurubashi Worker","219219","336325","52089","-12287.8","-1871.96","0","0"
"same_entry_stack","859","Gurubashi Worker","219223","336295","52089","-12273.2","-1837.1","0","0"
"same_entry_stack","859","Gurubashi Worker","219226","336134","52089","-12300","-1807.47","0","0"
"same_entry_stack","859","Gurubashi Worker","219242","336371","52089","-12372.8","-1848.16","0","0"
"same_entry_stack","859","Gurubashi Worker","219339","335964","52089","-11715.1","-1838.19","0","0"
"same_entry_stack","859","Gurubashi Worker","219608","335958","52089","-11661.4","-1526.06","0","0"
"same_entry_stack","859","Gurubashi Worker","219652","335844","52089","-11534.2","-1499.93","0","0"
"same_entry_stack","859","Gurubashi Worker","219698","336337","52089","-11676.8","-1416.96","0","0"
"same_entry_stack","859","Gurubashi Worker","219699","336233","52089","-11538.3","-1477.26","0","0"
"same_entry_stack","859","Gurubashi Worker","337908","338015","52089","-12018.5","-1783.15","0.559","0"
"same_entry_stack","859","Gurubashi Worker","337981","338016","52089","-12018.8","-1784.63","0.54","0"
"same_entry_stack","859","Gurubashi Worker","337983","338016","52089","-12019.6","-1785.8","1.018","0"
"same_entry_stack","859","Hakkari Witch Doctor","219600","335520","52086","-11598.7","-1513.12","0","0"
"same_entry_stack","859","Hakkari Witch Doctor","219663","335525","52086","-11594.6","-1498.68","0","0"
