"direction","script_name"
"cpp_not_in_db","spell_dru_dash_AuraScript"
"cpp_not_in_db","spell_dru_eclipse_AuraScript"
"cpp_not_in_db","spell_dru_glyph_of_innervate_AuraScript"
"cpp_not_in_db","spell_dru_glyph_of_starfire_proc_AuraScript"
"cpp_not_in_db","spell_dru_glyph_of_starfire_SpellScript"
"cpp_not_in_db","spell_dru_innervate_AuraScript"
"cpp_not_in_db","spell_dru_lifebloom_AuraScript"
"cpp_not_in_db","spell_dru_living_seed_AuraScript"
"cpp_not_in_db","spell_dru_living_seed_proc_AuraScript"
"cpp_not_in_db","spell_dru_might_of_ursoc_AuraScript"
"cpp_not_in_db","spell_dru_predatory_strikes_AuraScript"
"cpp_not_in_db","spell_dru_savage_defense_AuraScript"
"cpp_not_in_db","spell_dru_savage_roar_AuraScript"
"cpp_not_in_db","spell_dru_savage_roar_SpellScript"
"cpp_not_in_db","spell_dru_stampede_AuraScript"
"cpp_not_in_db","spell_dru_starfall_dummy_SpellScript"
"cpp_not_in_db","spell_dru_survival_instincts_AuraScript"
"cpp_not_in_db","spell_dru_survival_instincts_SpellScript"
"cpp_not_in_db","spell_dru_swift_flight_passive_AuraScript"
"cpp_not_in_db","spell_dru_t10_restoration_4p_bonus_SpellScript"
"cpp_not_in_db","spell_eadric_radiance_SpellScript"
"cpp_not_in_db","spell_earthrager_ptah_explosion_AuraScript"
"cpp_not_in_db","spell_earthrager_ptah_flame_bolt_SpellScript"
"cpp_not_in_db","spell_egg_eventSpellScript"
"cpp_not_in_db","spell_egg_explosion_SpellScript"
"cpp_not_in_db","spell_elder_nadox_guardian_SpellScript"
"cpp_not_in_db","spell_energize_aoe_SpellScript"
"cpp_not_in_db","spell_eregos_planar_shift_AuraScript"
"cpp_not_in_db","spell_ex_463AuraScript"
"cpp_not_in_db","spell_ex_5581SpellScript"
"cpp_not_in_db","spell_ex_66244AuraScript"
"cpp_not_in_db","spell_ex_absorb_auraAuraScript"
"cpp_not_in_db","spell_ex_AuraScript"
"cpp_not_in_db","spell_ex_SpellScript"
"cpp_not_in_db","spell_exploding_orb_hasty_grow_AuraScript"
"cpp_not_in_db","spell_faction_champion_death_grip_SpellScript"
"cpp_not_in_db","spell_faction_champion_warl_unstable_affliction_AuraScript"
"cpp_not_in_db","spell_festergut_blighted_spores_AuraScript"
"cpp_not_in_db","spell_festergut_gastric_bloat_SpellScript"
"cpp_not_in_db","spell_festergut_pungent_blight_SpellScript"
"cpp_not_in_db","spell_fetch_ingredient_aura_AuraScript"
"cpp_not_in_db","spell_fixate_SpellScript"
"cpp_not_in_db","spell_flame_ball_visual_AuraScript"
"cpp_not_in_db","spell_flame_warder_meteor_fists_AuraScript"
"cpp_not_in_db","spell_four_horsemen_mark_AuraScript"
"cpp_not_in_db","spell_freya_attuned_to_nature_dose_reduction_SpellScript"
"cpp_not_in_db","spell_freya_iron_roots_SpellScript"
"cpp_not_in_db","spell_frost_giant_death_plague_SpellScript"
"cpp_not_in_db","spell_frost_tomb_AuraScript"
"cpp_not_in_db","spell_frostwarden_handler_focus_fire_AuraScript"
"cpp_not_in_db","spell_frostwarden_handler_focus_fire_SpellScript"
"cpp_not_in_db","spell_frostwarden_handler_order_whelp_SpellScript"
"cpp_not_in_db","spell_garfrost_permafrost_SpellScript"
"cpp_not_in_db","spell_gen_absorb0_hitlimit1_AuraScript"
"cpp_not_in_db","spell_gen_adaptive_warding_AuraScript"
"cpp_not_in_db","spell_gen_alchemist_stone_AuraScript"
"cpp_not_in_db","spell_gen_allow_cast_from_item_only_SpellScript"
"cpp_not_in_db","spell_gen_animal_blood_AuraScript"
"cpp_not_in_db","spell_gen_aura_of_anger_AuraScript"
"cpp_not_in_db","spell_gen_aura_service_uniform_AuraScript"
"cpp_not_in_db","spell_gen_av_drekthar_presence_AuraScript"
"cpp_not_in_db","spell_gen_bandage_SpellScript"
"cpp_not_in_db","spell_gen_bonked_SpellScript"
"cpp_not_in_db","spell_gen_break_shield_SpellScript"
"cpp_not_in_db","spell_gen_burn_brutallus_AuraScript"
"cpp_not_in_db","spell_gen_cannibalize_SpellScript"
"cpp_not_in_db","spell_gen_chaos_blast_SpellScript"
"cpp_not_in_db","spell_gen_clone_SpellScript"
"cpp_not_in_db","spell_gen_clone_weapon_auraScript"
"cpp_not_in_db","spell_gen_clone_weapon_SpellScript"
"cpp_not_in_db","spell_gen_count_pct_from_max_hp_SpellScript"
"cpp_not_in_db","spell_gen_create_lance_SpellScript"
"cpp_not_in_db","spell_gen_creature_permanent_feign_death_AuraScript"
"cpp_not_in_db","spell_gen_dalaran_disguise_SpellScript"
"cpp_not_in_db","spell_gen_darkflight_SpellScript"
"cpp_not_in_db","spell_gen_defend_AuraScript"
"cpp_not_in_db","spell_gen_despawn_self_SpellScript"
"cpp_not_in_db","spell_gen_divine_storm_cd_reset_SpellScript"
"cpp_not_in_db","spell_gen_ds_flush_knockback_SpellScript"
"cpp_not_in_db","spell_gen_dummy_trigger_SpellScript"
"cpp_not_in_db","spell_gen_dungeon_credit_SpellScript"
"cpp_not_in_db","spell_gen_elune_candle_SpellScript"
"cpp_not_in_db","spell_gen_gadgetzan_transporter_backfire_SpellScript"
"cpp_not_in_db","spell_gen_gift_of_naaru_AuraScript"
"cpp_not_in_db","spell_gen_gnomish_transporter_SpellScript"
"cpp_not_in_db","spell_gen_gunship_portal_SpellScript"
"cpp_not_in_db","spell_gen_interrupt_AuraScript"
"cpp_not_in_db","spell_gen_launch_SpellScript"
"cpp_not_in_db","spell_gen_lifebloom_AuraScript"
"cpp_not_in_db","spell_gen_mounted_charge_SpellScript"
"cpp_not_in_db","spell_gen_netherbloom_SpellScript"
"cpp_not_in_db","spell_gen_nightmare_vine_SpellScript"
"cpp_not_in_db","spell_gen_obsidian_armor_AuraScript"
"cpp_not_in_db","spell_gen_on_tournament_mount_AuraScript"
"cpp_not_in_db","spell_gen_oracle_wolvar_reputation_SpellScript"
"cpp_not_in_db","spell_gen_orc_disguise_SpellScript"
"cpp_not_in_db","spell_gen_override_display_power_AuraScript"
"cpp_not_in_db","spell_gen_parachute_AuraScript"
"cpp_not_in_db","spell_gen_parachute_ic_AuraScript"
"cpp_not_in_db","spell_gen_pet_calculate_AuraScript"
"cpp_not_in_db","spell_gen_pet_summoned_SpellScript"
"cpp_not_in_db","spell_gen_profession_research_SpellScript"
"cpp_not_in_db","spell_gen_remove_flight_auras_SpellScript"
"cpp_not_in_db","spell_gen_rice_pudding_SpellScript"
"cpp_not_in_db","spell_gen_rock_jump_a_SpellScript"
"cpp_not_in_db","spell_gen_rock_jump_b_SpellScript"
"cpp_not_in_db","spell_gen_rock_jump_c_SpellScript"
"cpp_not_in_db","spell_gen_running_wild_AuraScript"
"cpp_not_in_db","spell_gen_running_wild_SpellScript"
"cpp_not_in_db","spell_gen_spectator_cheer_trigger_SpellScript"
"cpp_not_in_db","spell_gen_spirit_healer_res_SpellScript"
"cpp_not_in_db","spell_gen_stop_time_AuraScript"
"cpp_not_in_db","spell_gen_summon_elemental_AuraScript"
"cpp_not_in_db","spell_gen_summon_living_air_SpellScript"
"cpp_not_in_db","spell_gen_summon_tournament_mount_SpellScript"
"cpp_not_in_db","spell_gen_tournament_duel_SpellScript"
"cpp_not_in_db","spell_gen_tournament_pennant_AuraScript"
"cpp_not_in_db","spell_gen_turkey_marker_AuraScript"
"cpp_not_in_db","spell_gen_two_forms_SpellScript"
"cpp_not_in_db","spell_gen_upper_deck_create_foam_sword_SpellScript"
"cpp_not_in_db","spell_gen_vehicle_scaling_AuraScript"
"cpp_not_in_db","spell_gen_vendor_bark_trigger_SpellScript"
"cpp_not_in_db","spell_gen_wg_water_SpellScript"
"cpp_not_in_db","spell_gen_whisper_gulch_yogg_saron_whisper_AuraScript"
"cpp_not_in_db","spell_general_vezax_mark_of_the_faceless_AuraScript"
"cpp_not_in_db","spell_general_vezax_mark_of_the_faceless_leech_SpellScript"
"cpp_not_in_db","spell_general_vezax_saronite_vapors_AuraScript"
"cpp_not_in_db","spell_generic_quest_update_entry_SpellScript"
"cpp_not_in_db","spell_gormok_fire_bomb_SpellScript"
"cpp_not_in_db","spell_gothik_shadow_bolt_volley_SpellScript"
"cpp_not_in_db","spell_gruul_shatter_effect_SpellScript"
"cpp_not_in_db","spell_gruul_shatter_SpellScript"
"cpp_not_in_db","spell_halion_clear_debuffs_SpellScript"
"cpp_not_in_db","spell_halion_combustion_consumption_AuraScript"
"cpp_not_in_db","spell_halion_damage_aoe_summon_SpellScript"
"cpp_not_in_db","spell_halion_marks_AuraScript"
"cpp_not_in_db","spell_halion_meteor_strike_marker_AuraScript"
"cpp_not_in_db","spell_halion_summon_exit_portals_SpellScript"
"cpp_not_in_db","spell_halion_twilight_cutter_SpellScript"
"cpp_not_in_db","spell_halion_twilight_phasing_SpellScript"
"cpp_not_in_db","spell_halion_twilight_realm_handlers_AuraScript"
"cpp_not_in_db","spell_hallow_end_trick_or_treat_SpellScript"
"cpp_not_in_db","spell_hallow_end_trick_SpellScript"
"cpp_not_in_db","spell_hallow_end_tricky_treat_SpellScript"
"cpp_not_in_db","spell_heigan_eruption_SpellScript"
"cpp_not_in_db","spell_hexlord_unstable_affliction_AuraScript"
"cpp_not_in_db","spell_hun_a_murder_of_crows_AuraScript"
"cpp_not_in_db","spell_hun_chimera_shot_SpellScript"
"cpp_not_in_db","spell_hun_cobra_shot_SpellScript"
"cpp_not_in_db","spell_hun_fire_AuraScript"
"cpp_not_in_db","spell_hun_improved_serpent_sting_AuraScript"
"cpp_not_in_db","spell_hun_invigoration_SpellScript"
"cpp_not_in_db","spell_hun_last_stand_pet_SpellScript"
"cpp_not_in_db","spell_hun_masters_call_SpellScript"
"cpp_not_in_db","spell_hun_misdirection_AuraScript"
"cpp_not_in_db","spell_hun_misdirection_proc_AuraScript"
"cpp_not_in_db","spell_hun_pet_carrion_feeder_SpellScript"
"cpp_not_in_db","spell_hun_pet_heart_of_the_phoenix_SpellScript"
"cpp_not_in_db","spell_hun_pet_passive_crit_AuraScript"
"cpp_not_in_db","spell_hun_pet_passive_damage_done_AuraScript"
"cpp_not_in_db","spell_hun_pet_scaling_01_AuraScript"
"cpp_not_in_db","spell_hun_pet_scaling_02_AuraScript"
"cpp_not_in_db","spell_hun_pet_scaling_03_AuraScript"
"cpp_not_in_db","spell_hun_pet_scaling_04_AuraScript"
"cpp_not_in_db","spell_hun_ready_set_aim_AuraScript"
"cpp_not_in_db","spell_hun_scatter_shot_SpellScript"
"cpp_not_in_db","spell_hun_steady_shot_SpellScript"
"cpp_not_in_db","spell_hun_tame_beast_SpellScript"
"cpp_not_in_db","spell_hun_thrill_of_the_hunt_AuraScript"
"cpp_not_in_db","spell_icc_harvest_blight_specimen_SpellScript"
"cpp_not_in_db","spell_icc_soul_missile_SpellScript"
"cpp_not_in_db","spell_icc_sprit_alarm_SpellScript"
"cpp_not_in_db","spell_icc_stoneform_AuraScript"
"cpp_not_in_db","spell_ick_explosive_barrage_AuraScript"
"cpp_not_in_db","spell_ignis_slag_pot_AuraScript"
"cpp_not_in_db","spell_impale_SpellScript"
"cpp_not_in_db","spell_intense_cold_AuraScript"
"cpp_not_in_db","spell_item_aegis_of_preservation_AuraScript"
"cpp_not_in_db","spell_item_arcane_shroud_AuraScript"
"cpp_not_in_db","spell_item_ashbringer_SpellScript"
"cpp_not_in_db","spell_item_blessing_of_ancient_kings_AuraScript"
"cpp_not_in_db","spell_item_book_of_glyph_mastery_SpellScript"
"cpp_not_in_db","spell_item_brewfest_mount_transformation_SpellScript"
"cpp_not_in_db","spell_item_chicken_cover_SpellScript"
"cpp_not_in_db","spell_item_complete_raptor_capture_SpellScript"
"cpp_not_in_db","spell_item_create_heart_candy_SpellScript"
"cpp_not_in_db","spell_item_crystal_prison_dummy_dnd_SpellScript"
"cpp_not_in_db","spell_item_defibrillate_SpellScript"
"cpp_not_in_db","spell_item_demon_broiled_surprise_SpellScript"
"cpp_not_in_db","spell_item_desperate_defense_AuraScript"
"cpp_not_in_db","spell_item_deviate_fish_SpellScript"
"cpp_not_in_db","spell_item_flask_of_the_north_SpellScript"
"cpp_not_in_db","spell_item_gift_of_the_harvester_SpellScript"
"cpp_not_in_db","spell_item_gnomish_death_ray_SpellScript"
"cpp_not_in_db","spell_item_greatmothers_soulcatcher_SpellScript"
"cpp_not_in_db","spell_item_impale_leviroth_SpellScript"
"cpp_not_in_db","spell_item_make_a_wish_SpellScript"
"cpp_not_in_db","spell_item_map_of_the_geyser_fields_SpellScript"
"cpp_not_in_db","spell_item_mingos_fortune_generator_SpellScript"
"cpp_not_in_db","spell_item_muisek_vessel_SpellScript"
"cpp_not_in_db","spell_item_necrotic_touch_AuraScript"
"cpp_not_in_db","spell_item_net_o_matic_SpellScript"
"cpp_not_in_db","spell_item_nigh_invulnerability_SpellScript"
"cpp_not_in_db","spell_item_nitro_boots_SpellScript"
"cpp_not_in_db","spell_item_noggenfogger_elixir_SpellScript"
"cpp_not_in_db","spell_item_piccolo_of_the_flaming_fire_SpellScript"
"cpp_not_in_db","spell_item_poultryizer_SpellScript"
"cpp_not_in_db","spell_item_purify_helboar_meat_SpellScript"
"cpp_not_in_db","spell_item_pygmy_oil_SpellScript"
"cpp_not_in_db","spell_item_red_rider_air_rifle_SpellScript"
"cpp_not_in_db","spell_item_reindeer_transformation_SpellScript"
"cpp_not_in_db","spell_item_rocket_boots_SpellScript"
"cpp_not_in_db","spell_item_savory_deviate_delight_SpellScript"
"cpp_not_in_db","spell_item_scroll_of_recall_SpellScript"
"cpp_not_in_db","spell_item_shadowmourne_AuraScript"
"cpp_not_in_db","spell_item_shadowmourne_soul_fragment_AuraScript"
"cpp_not_in_db","spell_item_shadows_fate_AuraScript"
"cpp_not_in_db","spell_item_shimmering_vessel_SpellScript"
"cpp_not_in_db","spell_item_six_demon_bag_SpellScript"
"cpp_not_in_db","spell_item_socrethars_stone_SpellScript"
"cpp_not_in_db","spell_item_teach_language_SpellScript"
"cpp_not_in_db","spell_item_the_eye_of_diminution_AuraScript"
"cpp_not_in_db","spell_item_trigger_spell_SpellScript"
"cpp_not_in_db","spell_item_underbelly_elixir_SpellScript"
"cpp_not_in_db","spell_item_unsated_craving_AuraScript"
"cpp_not_in_db","spell_item_unusual_compass_SpellScript"
"cpp_not_in_db","spell_item_vanquished_clutches_SpellScript"
"cpp_not_in_db","spell_kelthuzad_detonate_mana_AuraScript"
"cpp_not_in_db","spell_kologarn_stone_shout_SpellScript"
"cpp_not_in_db","spell_kologarn_summon_focused_eyebeam_SpellScript"
"cpp_not_in_db","spell_koralon_meteor_fists_AuraScript"
"cpp_not_in_db","spell_koralon_meteor_fists_damage_SpellScript"
"cpp_not_in_db","spell_krick_explosive_barrage_AuraScript"
"cpp_not_in_db","spell_krick_pursuit_AuraScript"
"cpp_not_in_db","spell_krick_pursuit_confusion_AuraScript"
"cpp_not_in_db","spell_krick_pursuit_SpellScript"
"cpp_not_in_db","spell_krystallus_shatter_effect_SpellScript"
"cpp_not_in_db","spell_krystallus_shatter_SpellScript"
"cpp_not_in_db","spell_load_into_catapult_AuraScript"
"cpp_not_in_db","spell_loatheb_necrotic_aura_warning_AuraScript"
"cpp_not_in_db","spell_loken_pulsing_shockwave_SpellScript"
"cpp_not_in_db","spell_love_is_in_the_air_romantic_picnic_AuraScript"
"cpp_not_in_db","spell_mage_blast_wave_SpellScript"
"cpp_not_in_db","spell_mage_cold_snap_SpellScript"
"cpp_not_in_db","spell_mage_conjure_refreshment_SpellScript"
"cpp_not_in_db","spell_mage_conjure_refreshment_table_SpellScript"
"cpp_not_in_db","spell_mage_frostjaw_SpellScript"
"cpp_not_in_db","spell_mage_glyph_of_ice_block_AuraScript"
"cpp_not_in_db","spell_mage_glyph_of_polymorph_AuraScript"
